user_id,session_id,age,gender,location,product_id,category,price,discount,final_price,quantity,payment_method,is_returned,rating,time_on_site_min,clicks,purchase_made
abf22699-4ded-4c82-8a98-2e1779b2e004,83867f57-194b-4f02-9a54-8265ec31d531,29,Other,Janetport,1088,Electronics,9605.66,0.29,6820.02,4,Net Banking,FALSE,5,22.73,3,1
3cda8396-e0b2-4900-ae9f-804d3cb12e37,1aeb97c8-aeb9-4348-9c2d-c1a360cb4077,39,Male,Floresstad,1083,Home Decor,7659.43,0.07,7123.27,2,Debit Card,FALSE,3,10.53,13,0
4fef2b72-7b84-4358-a227-1860b2168479,4999db82-880c-496b-b9be-30cb150221e0,61,Female,West John,1001,Clothing,8566.55,0.34,5653.92,3,Credit Card,FALSE,3,18.71,12,0
a21c996d-23de-41c6-93c0-50ebf044df14,29f0b3b2-e29a-4215-b232-a353d252ac96,42,Male,Ramirezview,1069,Home Decor,6070.34,0.45,3338.69,2,Credit Card,FALSE,2,26.27,15,0
73df73c1-da7b-4ee8-b91f-78085e378c43,2f665a57-f729-4b34-9930-4973cc2c1b02,44,Other,Joeshire,1016,Clothing,8370.54,0.37,5273.44,1,Debit Card,FALSE,1,1.45,18,1
8d8ee545-aa38-4773-82a9-1449300aeec5,44567ca9-7fdd-465f-91b4-a1facf372296,59,Male,Port Lukemouth,1088,Home Decor,7865.77,0.04,7551.14,1,UPI,FALSE,3,13.64,5,1
182659c3-8b1c-46eb-b57f-56f4e4e5f912,4e237df9-8f46-4c68-937f-a5b4b0120350,45,Male,Christopherberg,1027,Books,3832.16,0.45,2107.69,4,COD,FALSE,4,7.5,7,1
a47fa27f-dd0b-46b8-8ccc-9296278cb327,8619fc17-3999-43eb-8dc3-a51e8d0c8527,33,Female,Mcclureview,1065,Clothing,5564.7,0.4,3338.82,1,Net Banking,FALSE,1,12.27,11,1
4ea42be9-4f76-4185-a4d3-68f5be2a4433,e968b63f-5a36-4e34-9d68-c7c2f5cc3572,32,Female,Jamesside,1034,Home Decor,8067.06,0.08,7421.7,1,Net Banking,FALSE,4,13.06,11,1
3cfacfd6-f15f-454d-8a09-4091951f8455,eaa198eb-1cd2-459a-8110-02e24549ec97,64,Other,Guerreroton,1004,Electronics,555.96,0.03,539.28,2,Net Banking,FALSE,4,22.65,15,1
c2f959cf-525b-44f3-91d1-50d1d047bdf2,323d4556-6da9-46df-b0ba-7226092afcaf,61,Male,Jamesside,1064,Books,8099.98,0.28,5831.99,1,Credit Card,FALSE,1,3.72,10,1
4b7e9bf0-8448-4ad3-8fa5-e3564baa2f5f,b4a29dff-c3fd-4ade-a055-013b6ffd610c,20,Male,Benjaminview,1039,Books,1861.09,0.08,1712.2,1,Net Banking,FALSE,1,15.86,15,1
0741a341-51d9-40a4-96c8-08cdab0beb23,430cdd22-5e0b-41e9-b6be-e0810bc221af,54,Male,South Joshua,1075,Electronics,5195.37,0.42,3013.31,3,COD,FALSE,4,17.36,13,0
aa845da6-c5fb-48a0-9e7a-ca7ea17db379,137afd25-021f-4425-b794-cf71b21a4c8a,24,Other,Port Travis,1055,Home Decor,8101.93,0.18,6643.58,1,COD,FALSE,2,15.33,14,1
1f214f4c-7238-45c0-bd0b-11ee58a3f9f5,343cf5d9-ceb3-446f-ac4b-7db999170be7,38,Other,North Justin,1035,Beauty,2612.83,0.46,1410.93,3,Debit Card,FALSE,5,22.22,17,1
1358454d-87e3-402f-908f-b5bbcc95e167,e8ccc151-f7c7-486b-b1aa-f03299a20e01,26,Female,South Hayden,1044,Electronics,2533.49,0.28,1824.11,1,Credit Card,FALSE,5,12.13,13,0
f758ea17-22ce-4f2b-bf54-157c57a9b753,a917ccef-a01d-4d2b-8ed3-71b64050ab7d,56,Female,Sarahshire,1022,Home Decor,4087.37,0.09,3719.51,1,COD,FALSE,2,28.4,10,1
93ffcfed-11f9-4f1f-938a-4aa2543a5cfd,58215e13-396d-4527-a03d-9d4decd91627,35,Female,Sanchezmouth,1046,Electronics,8956.96,0.07,8329.97,4,UPI,FALSE,1,14.97,1,1
a6e18ac6-d72c-451a-87f6-e39d9e2d1419,b10bd5e7-e1f1-4cc4-bed6-5ad2f7f3f4aa,21,Male,Bakerburgh,1030,Electronics,104.38,0.29,74.11,4,Credit Card,FALSE,4,17.57,1,0
fe910d68-4748-4771-ae56-b99002fa83b6,6cfc3eed-e0ec-4cfd-97fb-38fa37d5b873,42,Male,Farrellborough,1010,Clothing,9023.69,0.38,5594.69,3,Credit Card,FALSE,5,24.94,15,1
580fe7ad-489f-4fa1-8977-be499973fa81,431dc2f5-bed2-402e-b214-0af36878c35c,31,Female,West Rebekah,1009,Home Decor,1622.69,0.39,989.84,1,COD,FALSE,4,8.98,16,1
e9cc8f8f-361c-42b0-947d-bcf9d2dbfa19,c9856152-c92c-4100-8e53-7f42fa57f94a,26,Male,Stevenhaven,1066,Beauty,9901.86,0.14,8515.6,2,UPI,FALSE,2,3.18,12,1
7818812d-84ad-4399-a877-320e9976489d,f056ffbe-a6f6-440a-9868-5fad60be795a,43,Female,East Ronald,1013,Clothing,9552.99,0.1,8597.69,4,Debit Card,FALSE,4,21.53,6,1
c6485620-4170-4e29-b668-4b4df54cdc4e,297fab35-57ae-425d-8ebb-06975eeef80d,19,Other,Stricklandfurt,1079,Electronics,4997.28,0.01,4947.31,2,COD,FALSE,2,15.01,6,1
b0ef2696-67de-47e8-a3b2-fb871a2fbf07,f655ef07-c15b-4eb8-9c18-3a051ab77368,37,Female,Carmenfort,1073,Electronics,5175.93,0.34,3416.11,4,UPI,TRUE,1,27,12,1
c711efe2-9042-4c86-bdda-a2e9818d4233,9349300d-0ca3-42ca-aabb-6eb0c3fc4592,45,Other,West Kenneth,1092,Electronics,4867.34,0.04,4672.65,4,Credit Card,FALSE,2,29.5,15,1
1d7ad5dd-e5c9-476e-9d94-4ac9cd1ea69e,ae5eafe2-e063-4b7c-9295-dc5d3fcf876c,64,Male,Jessicaville,1009,Home Decor,6390.89,0.21,5048.8,1,UPI,FALSE,2,12.57,4,1
6778e600-e6b8-4a25-80a2-8ab12ac3a25f,e1205711-7d12-45c9-9794-d5931f0284d6,24,Female,South Tylerhaven,1075,Home Decor,998.14,0.3,698.7,4,Credit Card,FALSE,5,13.05,4,0
272cffe3-3a4a-4986-a754-f1b2080256f7,f8053e65-d307-4770-bf4b-407fa60f469b,61,Male,South Valerie,1093,Clothing,422.92,0.47,224.15,2,COD,FALSE,4,12.83,2,1
b376298f-a79a-4b06-a418-96e7bd6a7bf7,2403a4b2-fd85-4a6f-b81c-1365876646c9,25,Other,Lake Kevinhaven,1000,Beauty,671.26,0.16,563.86,4,COD,TRUE,5,10.41,12,0
7dc455f0-433e-4d59-9687-d1a00e9f1fd6,bd73be1f-7aa2-406d-bfc6-3fd741bc0c95,64,Other,Mollyport,1004,Clothing,4499.22,0.12,3959.31,3,Net Banking,FALSE,3,23.67,7,1
6982000c-6d28-484e-95c3-8d02e07fb6f1,ac448b27-18ae-4adc-b6ca-200dcfed1fc2,52,Other,New Joshuatown,1019,Books,2827.92,0.33,1894.71,1,Net Banking,FALSE,2,23.01,9,0
8ff622cb-fa22-4e91-909f-9d05b20a3653,accee7ed-9d6a-48d9-810a-212cba6a9618,31,Male,West Candaceport,1007,Electronics,6258.19,0.31,4318.15,1,Net Banking,FALSE,3,14.88,9,1
e72f801b-11e7-4e2e-8a38-6e41f33b897d,0a86bcbb-2ad5-42d4-a330-13081a10e827,34,Male,West Justin,1042,Electronics,9925.18,0.17,8237.9,3,COD,FALSE,5,2.3,8,1
ba2987a5-a784-464d-9dd9-d891bb3ec07a,1e47a346-0203-4072-b36d-d083b4f6a9e6,53,Male,East Jerryville,1075,Electronics,3924.6,0.46,2119.28,3,Debit Card,FALSE,4,9.98,14,1
49c788b6-15f0-46e1-9a11-8cdecb06a9dd,4dbe54a5-ac5a-4e07-806b-533f0bde552c,57,Male,Kellyview,1000,Clothing,5781.03,0.42,3353,3,COD,FALSE,5,9.48,1,0
24141ed8-c196-4a0a-abb2-5e4f8d008660,95e00db9-7f92-48a4-b2a5-bd033a14b404,21,Other,Kellyside,1056,Clothing,4214.48,0.11,3750.89,4,UPI,FALSE,4,24.52,12,1
fc41490b-451b-406b-8544-6addc74633fd,1f158e46-c366-43a3-a555-0621e13450a1,19,Other,New Melissa,1063,Electronics,8487.99,0.12,7469.43,1,COD,FALSE,4,3.54,2,1
389ff9c0-019c-4101-85a3-a66a8c679b99,b7c278d4-8da9-4e92-9232-b7464beca6eb,23,Female,New Suzanneton,1083,Clothing,9032.14,0.26,6683.78,3,COD,FALSE,1,24.36,13,1
fd1477c5-2ee1-47a0-b760-032e887cfbea,0003e9dc-0df9-4a2f-88d5-cb9ecd74ff66,59,Female,Lake Janicetown,1027,Home Decor,8785.82,0.39,5359.35,4,Credit Card,FALSE,2,20.41,4,0
da755602-b53a-4070-b61f-0f5b8271d5ae,78a9307a-a43c-4fe4-bc8a-f0a986b7f4a0,21,Male,Lake Jenniferhaven,1036,Home Decor,9746.29,0.02,9551.36,3,Credit Card,FALSE,5,22.24,18,1
a349d977-a051-4f52-9a30-9e91920e4a0a,6c7e5a66-5b8e-4865-bcfa-f9049859419e,46,Other,West Kimberlyside,1046,Clothing,372.44,0.35,242.09,2,Credit Card,FALSE,4,13.53,19,1
14014311-1810-4e51-aa5b-95a41c5ebf2c,372a87d4-e5d3-46c3-ba4f-060f7907e920,35,Other,West Robertstad,1075,Electronics,8414.18,0.32,5721.64,2,COD,FALSE,5,20.71,16,1
9bbe8aaf-0fda-4e42-a248-e98f558096a4,77b86721-6be5-4617-823a-9c0fe7fc6eff,43,Other,South Christopherhaven,1036,Clothing,7542.54,0.12,6637.44,1,Debit Card,FALSE,5,18.66,14,1
367ade62-f94e-491b-8a64-5931ea33218e,1ec1ebfe-3c8e-4c66-9d89-227ff415e846,61,Female,South Jonathan,1048,Clothing,2364.07,0.34,1560.29,4,UPI,FALSE,4,23.3,8,0
5f95af7e-7cd7-4b6a-a8d7-08babd364ac1,e945832c-1665-44ee-983f-3eba103f7e83,51,Female,Lake Carol,1043,Clothing,9567.57,0.47,5070.81,2,UPI,FALSE,3,13.96,12,0
70cc5616-1fae-4a91-8976-b59962f2d6e6,5972d20f-6b39-44c8-a271-0def08237c9b,27,Other,Port Frederick,1055,Books,1566.96,0.02,1535.62,2,Debit Card,FALSE,2,14.71,9,1
5f9263c6-cf47-4655-9dc0-52ecd4a4874e,2d80c9de-e83d-4538-aa0d-ea444fe2dc3d,53,Other,Josephhaven,1027,Home Decor,6827.54,0.16,5735.13,4,Debit Card,FALSE,2,19.66,6,1
8c02eeae-8db0-47da-9afd-b3a73443e19a,4f1d5d12-b4e3-4aab-81d8-ec7e9b394176,31,Other,Andersonborough,1078,Beauty,2326.41,0.22,1814.6,3,UPI,FALSE,1,4.13,18,0
12ab36d2-d45f-485e-9601-f69b54e2dd22,4803185b-1528-48f2-989b-2d8ca09f3ca4,48,Female,West Christine,1005,Beauty,4370.67,0.45,2403.87,4,Net Banking,FALSE,1,13.65,2,1
c07d64c9-2026-41e1-9c68-159cd7b0c29a,42b5e586-6d29-4e2b-9d5b-70e70259075d,32,Other,Gatestown,1060,Books,7219.68,0.48,3754.23,3,Credit Card,FALSE,1,29.19,8,0
4a29fa47-0333-4403-916c-f6ccfd643675,61fb9200-ac8d-4edb-a869-88986c01f2e1,25,Other,Josephborough,1019,Clothing,5676.91,0.22,4427.99,2,Credit Card,FALSE,2,2.09,14,1
34e17ccb-b2d2-4498-a388-0db791cd63fc,74d4c7eb-1f1d-417a-a62c-ee793cb6937f,31,Male,Hardingbury,1077,Books,4332.27,0.38,2686.01,2,UPI,FALSE,3,10.16,6,1
afba7e2c-1501-4151-a711-3bceb5a40c86,b0f4b0a9-c954-4eb0-bac5-c3ca302d101a,40,Male,Christensenmouth,1001,Books,3330.75,0.27,2431.45,2,Debit Card,FALSE,2,10.11,10,1
f26ade60-6190-413e-82dc-6d4ecdfab7a6,80412b60-dcc1-4217-a9a8-7795a4bd5e3c,57,Female,Port Tracyland,1072,Electronics,8412.63,0.27,6141.22,1,Net Banking,FALSE,2,19.37,8,1
c4a573a9-3c11-41df-a5a7-30afaa929dee,5417b632-2be0-40d0-beed-4d5ce12db7e9,38,Other,North Laura,1036,Home Decor,1523.76,0.14,1310.43,1,UPI,FALSE,2,4.07,17,0
2dcedcbc-0712-4791-b3e5-235cbabdce32,ac0285bc-8fe3-4b9f-9b95-043b5a79c620,33,Other,Marshallview,1019,Beauty,4358.02,0.11,3878.64,1,Credit Card,FALSE,2,19.23,12,1
deebd216-6185-4916-b394-b9c05c20584f,f04d01eb-cae1-41a8-86ca-3dcbf5d309bd,62,Male,North Christine,1025,Clothing,9047.2,0.14,7780.59,4,COD,TRUE,3,3.76,17,0
526381d3-74b7-41cb-9e13-d66dee45b24f,28df0377-39ae-40d7-8163-0d43fa8eadc0,35,Female,Robinsonberg,1028,Beauty,8473.91,0.28,6101.22,2,Debit Card,TRUE,1,3.75,13,1
b9715b5f-a697-4e07-a048-dc89011404b2,b904c624-133d-4c51-87c4-2f7a631b2940,64,Male,North Monica,1000,Beauty,4069.32,0.01,4028.63,2,COD,FALSE,5,22.12,19,0
00226061-a3b9-4075-af98-65c073974404,2a200ac4-81ae-406d-9af8-420326b2e85c,41,Male,Lake Melissa,1034,Home Decor,7654.77,0.45,4210.12,4,UPI,FALSE,1,10.4,12,1
fec1c4ea-0edd-4b22-a8e9-2b53646d6cd1,51f83085-3c65-44e2-a19c-1fba71ff2c39,43,Male,North Norman,1069,Beauty,8249.29,0.08,7589.35,1,Credit Card,FALSE,1,29.35,16,0
99c48d34-fac5-41d4-923e-71e4faf81350,d1dabf24-af42-4b66-8186-973ad5c9de02,42,Male,North Mary,1058,Beauty,8899.99,0.11,7920.99,4,Net Banking,FALSE,5,2.08,5,1
877da6fc-9666-4a30-8c48-59760cc7e71e,8b81b20b-9570-41ca-af19-72060fdaffe0,62,Other,Courtneymouth,1068,Books,5490.61,0.26,4063.05,1,COD,FALSE,2,13.91,16,0
6547b1e3-52c2-402e-a8d3-aa2197ed376d,290b6fdd-4d18-4b29-895e-ec189845f5ca,58,Other,Lauratown,1032,Home Decor,2124.16,0.36,1359.46,2,Net Banking,FALSE,3,4.28,6,1
34f7e3f0-9000-4d30-8c06-52902d8fe5e9,79a389b4-d792-4149-acf5-9434dc275be9,46,Male,Lake Anthonyborough,1050,Electronics,2627.56,0.05,2496.18,3,Credit Card,FALSE,3,11.19,11,1
d059526b-c064-4dc1-9afc-03ecb2e546cb,5799de6f-8dfb-4963-ae2b-74dc847741c1,32,Female,Lake Peter,1077,Clothing,3027.38,0.16,2543,1,COD,FALSE,1,29.95,17,0
4b5a8029-42e2-4897-892f-341bc92a5282,5539a36a-2145-4e0e-b212-f62f99b1e279,62,Female,Hogantown,1011,Beauty,5978.64,0.48,3108.89,2,Net Banking,FALSE,5,26.78,14,1
c623431a-53d0-4f3a-ad2f-b5f8ec7b1137,e528329b-4bed-4d2f-ac95-cb78b43a1581,18,Female,Stephenchester,1019,Clothing,424.82,0.13,369.59,2,Net Banking,FALSE,4,2.4,6,1
e699e920-9440-4ce1-9ee6-ec6f4e75a784,6e918e11-38c8-4b1c-afe9-6609bd2a330c,42,Female,Adamberg,1052,Electronics,6396.82,0.16,5373.33,3,COD,FALSE,2,17.33,11,1
28202b23-5ea7-4c9b-a604-83478896f8e9,b7e4703b-3e8f-4879-8ce5-9b83af6ff0d7,24,Male,Marquezbury,1087,Clothing,3707.11,0.42,2150.12,2,Credit Card,FALSE,1,19.79,12,1
f9ef69e7-44f6-42ee-843c-e2c985f308a5,318e4b70-965c-405b-8551-cb3119c6c225,26,Other,Lake Andrewland,1042,Electronics,3022.89,0.03,2932.2,2,Net Banking,FALSE,3,7.08,13,1
71f058ad-14c4-4c9c-bc58-bfa509950a2d,26f89497-401f-4f3b-a62d-e35afffe45dc,41,Female,Mitchellmouth,1097,Books,8807.02,0.23,6781.41,1,UPI,FALSE,5,5.21,4,1
a75daf11-037f-463f-91e1-30bb77ae7b38,59c14d78-716b-4ce8-92de-2bc833147627,18,Male,South Stacy,1088,Beauty,4654.02,0.19,3769.76,1,COD,TRUE,5,27.23,7,1
3751c641-6c2f-4133-b7c4-f6c6d53351ab,06b19dad-4df3-4a7a-a89e-701b45ab8c3a,61,Female,Port Thomasborough,1049,Electronics,1041.03,0.16,874.47,3,Debit Card,FALSE,1,29.1,2,1
fd9d120d-2fa8-4326-bd5b-a4314634ea4c,e79008c5-5f2f-49eb-ad55-212b74297282,25,Female,Smithview,1028,Clothing,8284.79,0.14,7124.92,3,Debit Card,FALSE,4,29.76,6,1
e3da6928-37a9-41fc-a174-26d1f64953b1,44169858-29b8-47ff-8abb-010adf75d09d,41,Male,Lake Pennyshire,1056,Beauty,571.65,0.05,543.07,2,Credit Card,TRUE,3,23.9,6,0
a3c38fc8-6538-4309-a4ef-e2f0a328565b,2804eb9b-9cd1-490d-b192-707e16340858,28,Other,East Marcus,1038,Books,7294.82,0.16,6127.65,1,UPI,FALSE,1,20.24,18,1
f5fc5491-5dff-4dbb-808a-cd495ce50aed,34d64faa-9c47-478c-9159-d300a786ea2d,34,Other,Howardborough,1094,Beauty,7761.67,0.02,7606.44,3,Net Banking,FALSE,4,11.03,8,1
154b0f00-6758-439b-b455-300d842f5aea,c75dbb5a-9b4c-4ead-8439-6618a38db745,25,Male,Garystad,1055,Electronics,3590.77,0.39,2190.37,3,Debit Card,FALSE,5,5.97,8,1
a325a5f9-27fa-4eb6-ab40-c9ecc81b6737,a2464c03-2d1d-4eef-bf3c-9db5aeb1116d,52,Other,New Erin,1042,Books,8265.4,0.2,6612.32,4,Credit Card,FALSE,2,3.29,8,1
acca82e2-57b9-4691-a345-60fe612382a9,1c3ae346-a871-4b77-a6f9-f890047e4324,52,Male,North Jillstad,1049,Clothing,5205.03,0.22,4059.92,3,UPI,FALSE,3,21.11,8,1
ed090d74-24a6-4963-872a-a052713e0a2a,8e762988-9600-44d0-bb64-2ac9be431d1e,50,Male,New John,1022,Books,4686.61,0.45,2577.64,2,UPI,FALSE,3,23.76,1,1
b855ee57-ab3c-47fa-8fce-54f2a9c1978a,13742ddc-1bce-4342-ae85-f247d35045d3,22,Male,Brewerberg,1043,Books,549.49,0.33,368.16,1,Credit Card,FALSE,4,24.97,2,1
f953b33e-a155-4e07-bafe-c291eca7f17b,74b2cd7c-a82f-4462-a98c-2f7a00e8282b,59,Other,Krystalland,1037,Home Decor,2971.29,0,2971.29,3,Credit Card,FALSE,1,27.5,12,1
67a571a7-28fe-4125-befe-237d637d0333,4f8fc023-4adc-450b-a79f-8fadc95ac081,56,Male,Edwardside,1083,Books,9317,0.47,4938.01,4,Net Banking,FALSE,5,26.52,15,1
6453083e-6c9e-4d40-b325-bf6feafb0ada,bca6fa5c-e6ce-4511-bf01-177b4807edb1,58,Female,Lake Janet,1022,Books,3979.06,0.12,3501.57,1,Credit Card,FALSE,4,29.99,4,0
a12bac51-7ac8-497e-942f-61c9a9dd37a2,4fdec4cf-f0cd-4656-8533-b7523bf351d1,45,Other,Cindyport,1044,Beauty,5512.34,0.05,5236.72,3,Net Banking,TRUE,2,8.08,3,1
8525ad17-4db2-44bd-bc7c-811ceb54be57,3ed0e64e-e473-47e6-8421-d0e68a54d014,24,Other,Lake Josefort,1051,Clothing,5367.01,0.38,3327.55,4,Net Banking,FALSE,2,23.14,14,1
355c592d-6456-41a7-9f27-160d4eb6b083,5086adb6-6886-4c1e-92a7-999d7bda2e85,26,Other,Port Ashleyport,1079,Beauty,5945.27,0.25,4458.95,3,COD,FALSE,2,18.01,8,1
974b9cdc-79a4-4849-9e33-9d1f385f9e5c,0893eb08-feeb-4bf4-94ad-918eb7d99995,25,Other,Melindahaven,1049,Beauty,707.18,0.22,551.6,1,UPI,FALSE,4,8.58,13,0
edbe1df6-e283-4132-aa11-ebf8b6da778e,1e7cce1f-0d07-43a2-90fa-9fde667fbf58,29,Female,Beckerburgh,1007,Electronics,3685.54,0.12,3243.28,1,UPI,FALSE,5,29.48,19,0
915c067c-fa46-4918-a020-089dc70829c9,d02a1c2b-2290-4d2f-83c4-33dd4fc66c0b,51,Other,Lake Matthewhaven,1084,Beauty,7258.97,0.27,5299.05,1,UPI,FALSE,3,27.04,5,0
11d4c7c7-1233-4073-88de-ee6094489830,8eaba615-be46-41eb-ad81-4bea79647def,50,Other,North Cindyview,1000,Home Decor,2085.55,0.14,1793.57,2,COD,FALSE,1,4.73,13,1
56e9a74b-6dee-49cd-8bec-84c3a313bbd3,ab73808a-cec2-4ac2-a91e-4ab8010ceee3,40,Male,Shelbyburgh,1007,Home Decor,2115.43,0.45,1163.49,3,Net Banking,FALSE,3,1.76,1,1
9186a8e2-10c9-46d2-b4bd-e7293f306dd1,60d7afd2-a02b-4fa3-9cb3-838c0d7e7a1f,41,Other,South Zacharybury,1028,Electronics,199.9,0.11,177.91,2,Net Banking,FALSE,5,20.96,16,1
e1005707-8e98-414c-8d7b-67277bad281d,c43648a0-1f6a-496c-8823-3b4d586ad18d,54,Female,Jonesfort,1095,Clothing,4431.07,0.44,2481.4,1,Credit Card,FALSE,3,18.52,2,0
4d7c6490-bf09-416f-ab16-7e914643a535,05396647-ef57-497d-91ba-54cef9a4b9f0,52,Female,East Amyland,1004,Clothing,8839.07,0.28,6364.13,4,COD,TRUE,4,28.14,7,0
54c5bfd1-fd5e-4827-bf63-e363b33111a9,e766e025-7538-45bf-9eac-9fe14e5400cf,61,Female,West Ronald,1085,Beauty,613.82,0.41,362.15,3,Credit Card,FALSE,2,7.79,6,1
7e958b5a-84de-405e-aada-39323b41762b,65e6b55b-0c10-4c21-9014-874371595759,57,Female,Ramirezshire,1046,Beauty,1992.08,0.36,1274.93,2,COD,TRUE,5,3.45,5,1
1e2886ae-1a8d-49b4-81ed-7d3eebf8e0fa,a1b59e20-8e14-451f-85f5-773ec911911e,39,Other,Phillipville,1033,Beauty,3169.84,0.35,2060.4,3,Credit Card,FALSE,5,8.52,4,1
